group,year,date,venue,organizer,title,author,discussant,session,start,end,link
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,"Information, Credit and Organization","Jose Liberti, DePaul University; Amit Seru, University of Chicago and NBER; Vikrant Vig, London Business School","Philipp Schnabl, New York University and NBER",,"JULY 10, 2:00 pm","JULY 10, 2:50 pm",
CF,2012,"July 9 - July 10, 2012",Royal Sonesta Hotel,Andrei Shleifer,The Personal Side of Relationship Banking,"Antoinette Schoar, Massachusetts Institute of Technology and NBER","John Beshears, Stanford University and NBER",,"JULY 10, 3:10 pm","JULY 10, 4:00 pm",http://www.nber.org/confer/2012/SI2012/CF/Schoar.pdf
CH; LS,2012,"July 26, 2012",Royal Sonesta Hotel,Janet Currie,Should Aid Be Conditional on Performance? Evidence from a Field Experiment on Health and Education in Indonesia,"Benjamin A. Olken, Massachusetts Institute of Technology and NBER; Junko Onishi, The World Bank Susan Wong, The World Bank",,,"July 26, 8:30 am","July 26, 9:20 am",
CH; LS,2012,"July 26, 2012",Royal Sonesta Hotel,Janet Currie,The Effects of Psychosocial Stimulation and Nutritional Supplementation on Child Development: Evidence from a Randomized Intervention in Colombia,"Orazio Attanasio, University College London and NBER; Emla Fitzsimons, Institute for Fiscal Studies; Sally Grantham-McGregor, Professor, Institute of Child Health Costas Meghir, Yale University and NBER; Marta Rubio-Codina, Center for the Evaluation of Development Policies - IFS",,,"July 26, 9:20 am","July 26, 10:10 am",
CH; LS,2012,"July 26, 2012",Royal Sonesta Hotel,Janet Currie,Experimental Evidence on Distributional Effects of Head Start,"Marianne Bitler, University of California at Irvine and NBER; Thurston Domina, University of California at Irvine; Hilary W. Hoynes, University of California at Davis and NBER",,,"July 26, 10:30 am","July 26, 11:20 am",
CH; LS,2012,"July 26, 2012",Royal Sonesta Hotel,Janet Currie,Saving Teens: Using a Policy Discontinuity to Estimate the Effects of Medicaid Eligibility,"Bruce D. Meyer, University of Chicago and NBER; Laura R. Wherry, University of Chicago",,,"July 26, 11:20 am","July 26, 12:10 pm",
CH,2012,"July 26, 2012",Royal Sonesta Hotel,Janet Currie,Peer Effects in Program Participation,"Gordon Dahl, University of California at San Diego; Katrine Loken, University of Bergen; Magne Mogstad, University College London",,,"July 26, 1:15 pm","July 26, 2:05 pm",http://www.nber.org/confer/2012/SI2012/CH/Dahl_Loken_Mogstad.pdf
CH,2012,"July 26, 2012",Royal Sonesta Hotel,Janet Currie,Family Size and Investment in Children over the Fertility Transition,"Tom Vogl, Princeton University and NBER",,,"July 26, 2:05 pm","July 26, 2:55 pm",http://www.nber.org/confer//2012/SI2012/CH/Vogl.pdf
CH,2012,"July 26, 2012",Royal Sonesta Hotel,Janet Currie,Could Droughts Improve Human Capital? Evidence from India,"Manisha Shah, University of California at Irvine and NBER; Bryce Millett, Harvard University",,,"July 26, 3:15 pm","July 26, 4:05 pm",
CH,2012,"July 26, 2012",Royal Sonesta Hotel,Janet Currie,"Cooking Stoves, Indoor Air Pollution and Respiratory Health","Ester Duflo, Massachusetts Institute of Technology and NBER; Rema Hanna, Harvard University and NBER; Michael Greenstone, Massachusetts Institute of Technology and NBER",,,"July 26, 4:05 pm","July 26, 5:00 pm",
CRI,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,"The White/Black Educational Gap, Stalled Progress, and the Long Term Consequences of the Crack Epidemic","William Evans, University of Notre Dame and NBER; Craig Garthwaite, Northwestern University and NBER; Timothy Moore, University of Maryland","Peter Reuter, University of Maryland",,"JULY 26, 9:00 am","JULY 26, 10:00 am",https://conference.nber.org/conferences/2012/SI2012/CRI/Evans_Garthwaite_Moore.pdf
CRI,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,"Your Friends and Neighbors: Localized Economic Development, Inequality, and Criminal Activity","Matthew Freedman, Cornell University; Emily Owens, Cornell University","Philip Cook, Duke University and NBER",,"JULY 26, 10:00 am","JULY 26, 11:00 am",http://www.nber.org/confer/2012/SI2012/CRI/Freedman_Owens.pdf
CRI,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,Deterrence and the Death Penalty,"Daniel Nagin, Carnegie Mellon University",,,"JULY 26, 11:15 am","JULY 26, 12:45 pm",Nagin.pdf
CRI,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,The Digital Scarlet Letter: The Effect of Online Criminal Records on Crime and Recidivism,"Dara Lee, University of Missouri-Columbia","JJ Prescott, University of Michigan",,"JULY 26, 1:45 pm","JULY 26, 2:45 pm",http://www.nber.org/confer/2012/SI2012/CRI/Lee.pdf
CRI,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,Does Mandatory Diversion to Drug Treatment Eliminate Racial Disparities in the Incarceration of Drug Offenders? An Examination of California's Proposition 36,"Nancy Nicosia, RAND Corporation; John MacDonald, University of Pennsylvania; Rosalie Liccardo Pacula, RAND Corporation and NBER","Patrick Bayer, Duke University",,"JULY 26, 3:00 pm","JULY 26, 4:00 pm",http://www.nber.org/confer/2012/SI2012/CRI/Nicosia_MacDonald_Pacula.pdf
CRI,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,The Effects of DNA Databases on Crime,"Jennifer Doleac, Stanford University","Chris Winship, Harvard University",,"JULY 26, 4:00 pm","JULY 26, 5:00 pm",http://stanford.edu/~jdoleac/Doleac_DNADatabases.pdf
CRI; LS,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,Prison and Crime: The Case of California Realignment,"Steven Raphael, University of California at Berkeley",,,"JULY 27, 9:00 am","JULY 27, 9:50 am",
CRI; LS,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,"The Effect of Police on Crime: New Evidence from U.S. Cities, 1960-2010","Aaron Chalfin, University of California at Berkeley; Justin McCrary, University of California at Berkeley and NBER",,,"JULY 27, 9:50 am","JULY 27, 10:40 am",http://emlab.berkeley.edu/~jmccrary/chalfin_mccrary2012.pdf
CRI; LS,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,Racial Disparity in Federal Criminal Charging and Its Sentencing Consequences,"Marit Rehavi, University of British Columbia; Sonja Starr, University of Michigan",,,"JULY 27, 11:00 am","JULY 27, 11:50 am",http://www.nber.org/confer/2012/SI2012/CRI/Rehavi_Starr.pdf
CRI; LS,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,Improving Social-Cognitive Skills Among Youth,"Sara Heller, University of Chicago; Harold Pollack, University of Chicago; Roseanna Ander, University of Chicago; Jens Ludwig, University of Chicago",,,"JULY 27, 11:50 am","JULY 27, 12:40 pm",
CRI,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,Hate Crime in the Wake of Terror Attacks: Evidence From 7/7 and 9/11,"Stephen Machin, University College London; Emma Hanes, University College London","Shawn Bushway, SUNY at Albany",,"JULY 27, 1:40 pm","JULY 27, 2:40 pm",
CRI,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,"Prison Gangs, Norms, and Organizations","David Skarbek, Duke University",,,"JULY 27, 2:40 pm","JULY 27, 3:40 pm",https://conference.nber.org/conferences/2012/SI2012/CRI/Skarbek.pdf
CRI,2012,"July 26 - July 27, 2012",Royal Sonesta Hotel,Philip Cook; Jens Ludwig; Justin McCrary,Crime after a Fertility Shock: Offending Behaviour of the ‘Children of the Wall’,"Olivier Marie, Maastricht University; Arnaud Chevalier, Royal Holloway, University of London","Justin Wolfers, University of Pennsylvania",,"JULY 27, 3:40 pm","JULY 27, 4:40 pm",https://conference.nber.org/conferences/2012/SI2012/CRI/Chevalier_Marie.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,America's First Century: Growth and Inequality 1774-1860,"Peter H. Lindert, University of California at Davis and NBER; Jeffrey G. Williamson, University of Wisconsin, Madison and NBER",,,"JULY 23, 9:00 am","JULY 23, 10:00 am",https://conference.nber.org/conferences/2012/SI2012/DAE/Lindert_Williamson.doc
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,Corporation Formation in the United States 1790-1860: Law and Politics in Comparative Contexts,"Richard Sylla, New York University and NBER; Robert E. Wright, Augustana College",,,"JULY 23, 10:15 am","JULY 23, 11:15 am",https://conference.nber.org/conferences/2012/SI2012/DAE/Sylla_Wright.docx
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,Corporate Ownership and the Dynamics of Capital Mobilization during Early Industrialization,"B. Zorina Khan, Bowdoin College and NBER",,,"JULY 23, 11:15 am","JULY 23, 12:15 pm",
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,Do Patent Pools Encourage Innovation? Evidence from 20 Industries under the New Deal,"Ryan L. Lampe, DePaul University; Petra Moser, Stanford University and NBER",,,"JULY 23, 1:15 pm","JULY 23, 2:15 pm",http://www.nber.org/confer/2012/SI2012/DAE/Lampe_Moser.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,Engines of Growth: Farm Tractors and Twentieth Century U.S. Economic Welfare,"Richard H. Steckel, Ohio State University and NBER; William J. White, Pope & Associates, Inc.",,,"JULY 23, 2:30 pm","JULY 23, 3:30 pm",http://www.nber.org/confer/2012/SI2012/DAE/Steckel_White.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,The Impact of the AAA on Farm Wages,"Price V. Fishback, University of Arizona and NBER; Michael R. Haines, Colgate University and NBER; Paul Rhode, University of Michigan and NBER",,,"JULY 23, 3:30 pm","JULY 23, 4:30 pm",http://www.nber.org/confer/2012/SI2012/DAE/Fishback_Haines_Rhode.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,"The General Custom in this Country"" Immigrant Home Ownership, Economic Assimilation, and Return Migration During the Age of Mass Migration in the United States","Richard C. Sutch, University of California at Riverside and NBER",,,"JULY 24, 9:00 am","JULY 24, 10:00 am",https://conference.nber.org/conferences/2012/SI2012/DAE/Sutch.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,The Home Front: Understanding the Rapid Wartime Increase in Home Ownership,"Daniel K. Fetter, Wellesley College and NBER",,,"JULY 24, 10:15 am","JULY 24, 11:15 am",http://www.nber.org/confer/2012/SI2012/DAE/Fetter.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,Census Bureau Microdata on Households and Businesses,"Randy Becker, U.S. Census Bureau; Todd Gardner, U.S. Census Bureau; Cheryl Ann Grim, U.S. Census Bureau; Catherine Fitch, University of Minnesota",,,"JULY 24, 11:15 am","JULY 24, 12:15 pm",
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,The Long-Term Consequences of Distinctively Black Names: Evidence from the American Past,"Lisa Cook, Michigan State University; Trevon Logan, The Ohio State University and NBER; John Parman, University of California at Davis",,,"JULY 24, 1:15 pm","JULY 24, 2:15 pm",http://www.nber.org/confer/2012/SI2012/DAE/Cook_Logan_Parman.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,Peculiar Institutions: Slavery and Labor Market Frictions in the USA,"Jeremiah Dittmar, American University; Suresh Naidu, Columbia University and NBER",,,"JULY 24, 2:30 pm","JULY 24, 3:30 pm",
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,Black Networks After Emancipation: Evidence from Reconstruction and the Great Migration,"Kenneth Chay, Brown University and NBER; Kaivan Munshi, Brown University and NBER",,,"JULY 24, 3:30 pm","JULY 24, 4:30 pm",http://www.nber.org/confer/2012/SI2012/DAE/Chay_Munshi.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,Medieval Universities Legal Institutions and the Commercial Revolution,"Davide Cantoni, University of Munich; Noam Yuchtman, University of California at Berkeley and NBER",,,"JULY 25, 9:00 am","JULY 25, 10:00 am",https://conference.nber.org/conferences/2012/SI2012/DAE/Yuchtman_Cantoni.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,Private Gains from Public University Research: The Case of Productivity Spillovers from Agricultural Experiment Stations,"Shawn E. Kantor, University of California at Merced and NBER; Alexander T. Whalley, University of California at Merced and NBER",,,"JULY 25, 10:15 am","JULY 25, 11:15 am",http://www.nber.org/confer/2012/SI2012/DAE/Kantor_Whalley.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,A History of Violence: The Culture of Honor as a Determinant of Homicide in the US South,"Pauline Grosjean, The University of New South Wales",,,"JULY 25, 11:15 am","JULY 25, 12:15 pm",http://www.nber.org/confer/2012/SI2012/DAE/Grosjean.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,The Political Economy of Major Water Infrastructure Investments in the Western United States,"Zeynep K. Hansen, Boise State University and NBER; Gary D. Libecap, University of California at Santa Barbara and NBER; Scott Lowe, Boise State University",,,"JULY 25, 1:15 pm","JULY 25, 2:15 pm",
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,Wage Rigidity in the Great Depression,"Christopher Hanes, Binghamton University",,,"JULY 25, 2:30 pm","JULY 25, 3:30 pm",http://www.nber.org/confer/2012/SI2012/DAE/Hanes.pdf
DAE,2012,"July 23 - July 25, 2012",NBER,Carolyn Moehling; John J. Wallis; Eugene N. White,An Overlooked Central Bank Rescue: How the Bank of France Ended the American Panic of 1907,"Mary T. Rodgers, University of South Florida Polytechnic; James E. Payne, University of South Florida",,,"JULY 25, 3:30 pm","JULY 25, 4:30 pm",https://conference.nber.org/conferences/2012/SI2012/DAE/Rodgers_Payne.docx
ED; ED,2012,"July 25, 2012",Royal Sonesta Hotel,Caroline Minter Hoxby,Late Interventions Matter Too: The Case ofCollege Coaching in New Hampshire,"Bruce Sacerdote, Dartmouth College and NBER; Scott E. Carrell, University of California at Davis and NBER",,,"JULY 25, 9:00 am","JULY 25, 10:00 am",Sacerdote_Carrell.pdf
ED; ED,2012,"July 25, 2012",Royal Sonesta Hotel,Caroline Minter Hoxby,Incentive Strength and Teacher Productivity: Evidence from a Group-Based Teacher Incentive Pay System,"Scott A. Imberman, University of Houston and NBER; Michael Lovenheim, Cornell University and NBER",,,"JULY 25, 10:00 am","JULY 25, 11:00 am",http://www.nber.org/confer/2012/SI2012/ED/Imberman_Lovenheim.pdf
ED; ED,2012,"July 25, 2012",Royal Sonesta Hotel,Caroline Minter Hoxby,Subjective Performance Evaluation in the Public Sector: Evidence From School Inspections,"Iftikhar Hussain, CEP-LSE; University of Sussex",,,"JULY 25, 11:15 am","JULY 25, 12:15 pm",http://www.nber.org/confer/2012/SI2012/ED/Hussain.pdf
ED,2012,"July 25, 2012",Royal Sonesta Hotel,Caroline Minter Hoxby,The Determinants of Mismatch Between Students and Colleges,"Eleanor Dillon, University of Michigan; Jeffrey Smith, University of Michigan and NBER",,,"JULY 25, 1:15 pm","JULY 25, 2:15 pm",http://www.nber.org/confer//2012/SI2012/ED/Dillon_Smith.pdf
ED,2012,"July 25, 2012",Royal Sonesta Hotel,Caroline Minter Hoxby,TheLeaning Tower of Pisa; Decomposing Achievement Test Scores into Cognitive and Noncognitive Components,"Lex Borghans, Maastricht University; Trudie Schils, Maastricht University",,,"JULY 25, 2:15 pm","JULY 25, 3:15 pm",http://www.nber.org/confer/2012/SI2012/ED/Borghans_Schils.pdf
ED,2012,"July 25, 2012",Royal Sonesta Hotel,Caroline Minter Hoxby,"Match Quality, Worker Productivity, and Worker Mobility: Direct Evidence from Teachers","C. Kirabo Jackson, Northwestern University and NBER",,,"JULY 25, 3:15 pm","JULY 25, 4:15 pm",http://www.nber.org/confer/2012/SI2012/ED/Jackson.pdf
EEE,2012,"July 23 - July 24, 2012",Royal Sonesta Hotel,John List; H. Spencer Banzhaf,Information Feedback and Price Elasticity: An Experiment on Residential Energy Use,"David Rapson, University of California at Davis; Katrina Jessoe, University of California at Davis","Michael Price, University of Tennessee and NBER",,"JULY 23, 8:30 am","JULY 23, 9:30 am",http://www.nber.org/confer/2012/SI2012/EEE/Jessoe_Rapson.pdf
EEE,2012,"July 23 - July 24, 2012",Royal Sonesta Hotel,John List; H. Spencer Banzhaf,How Consumers Respond to Product Certification: A Welfare Analysis of the Energy Star Program,"Sebastien Houde, Stanford University","Charles Mason, University of Wyoming",,"JULY 23, 9:30 am","JULY 23, 10:30 am",http://www.nber.org/confer/2012/SI2012/EEE/Houde.pdf
EEE,2012,"July 23 - July 24, 2012",Royal Sonesta Hotel,John List; H. Spencer Banzhaf,Sourcesof Comparative Advantage in Polluting Industries,"Fernando Broner, CREI; Paula Bustos, Universitat Pompeu Fabra; Vasco M. Carvalho, CREI",Carol McAusland University of British Columbia,,"JULY 23, 1:15 pm","JULY 23, 2:15 pm",http://www.nber.org/confer/2012/SI2012/EEE/Broner_Bustos_Carvalho.pdf
EEE,2012,"July 23 - July 24, 2012",Royal Sonesta Hotel,John List; H. Spencer Banzhaf,ThreeNew Empirical Tests of the Pollution Haven Hypothesis When Environmental Regulation is Endogenous,"Daniel L. Millimet, Southern Methodist University; Jayjit Roy, Appalachian State University","Arik Levinson, Georgetown University and NBER",,"JULY 23, 2:30 pm","JULY 23, 3:30 pm",http://www.nber.org/confer/2012/SI2012/EEE/Millimet_Roy.pdf
